ID,Organization,Organization Type,Training Date,Address,City,State,Zip Code,Longitude,Latitude,Number Trained,Project Type,Taining Topic
,International Center of KY,Non-Profit,8/30/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,4,,Mobile Device Basics (Android)
,International Center of KY,Non-Profit,8/30/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,8,,Video Conferencing
,Mercer County Senior Citizen Center,Senior Center,8/30/2024,1475 Louisville Road,Harrodsburg,KY,40330,-84.84717846,37.79700067,12,,Internet Basics
,Mercer County Senior Citizen Center,Senior Center,8/30/2024,1475 Louisville Road,Harrodsburg,KY,40330,-84.84717846,37.79700067,12,,Cybersecurity
,Bastrop County Cares - Smithville,Non-Profit,9/3/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,16,,Computer Basics Windows 10
,Bastrop County Cares - Smithville,Non-Profit,9/3/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,16,,Internet Basics
,Bastrop County Cares - Smithville,Non-Profit,9/3/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,16,,Cybersecurity
,Logan County Senior Center,Senior Center,9/3/2024,201 W 6th Street,Auburn,KY,42276,-86.88863063,36.84308326,10,,Cybersecurity
,Logan County Senior Center,Senior Center,9/3/2024,201 W 6th Street,Auburn,KY,42276,-86.88863063,36.84308326,10,,Mobile Device Basics (iOS)
,Bastrop County Cares - Smithville,Non-Profit,9/4/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,7,,Mobile Device Basics (iOS)
,Bastrop County Cares - Smithville,Non-Profit,9/4/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,6,,Mobile Device Basics (Android)
,Bastrop County Cares - Smithville,Non-Profit,9/4/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,13,,Video Conferencing
,Bastrop County Cares - Smithville,Non-Profit,9/4/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,13,,Cybersecurity
,Bastrop County Cares - Smithville,Non-Profit,9/4/2024,106 Royston St,Smithville,TX,78957,-97.16395066,30.00929698,2,,Open Lab Workshops
,Johnson County Senior Citizen Center,Senior Center,9/4/2024,1127 Euclid Ave,Paintsville,KY,41240,-82.78276659,37.81623815,12,,Internet Basics
,Johnson County Senior Citizen Center,Senior Center,9/4/2024,1127 Euclid Ave,Paintsville,KY,41240,-82.78276659,37.81623815,12,,Cybersecurity
,Adair Senior Center,Senior Center,9/5/2024,901 Hudson Street ,Cundiff,KY,42728,-85.33013609,37.09994346,11,,Cybersecurity
,Adair Senior Center,Senior Center,9/5/2024,901 Hudson Street ,Cundiff,KY,42728,-85.33013609,37.09994346,11,,Mobile Device Basics (iOS)
,Bastrop County Cares - Elgin,Non-Profit,9/5/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,13,,Computer Basics Windows 10
,Bastrop County Cares - Elgin,Non-Profit,9/5/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,13,,Internet Basics
,Bastrop County Cares - Elgin,Non-Profit,9/5/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,13,,Email Basics
,Green County Senior Citizen Center,Senior Center,9/5/2024,110 North 1st,Greensburg,KY,42743,-85.50264865,37.26197156,21,,Cybersecurity
,Green County Senior Citizen Center,Senior Center,9/5/2024,110 North 1st,Greensburg,KY,42743,-85.50264865,37.26197156,21,,Mobile Device Basics (iOS)
,Bastrop County Cares - Elgin,Non-Profit,9/6/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,13,,Mobile Device Basics (iOS)
,Bastrop County Cares - Elgin,Non-Profit,9/6/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,13,,Video Conferencing
,Bastrop County Cares - Elgin,Non-Profit,9/6/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,13,,Cybersecurity
,Bastrop County Cares - Elgin,Non-Profit,9/6/2024,200 Depot ,Elgin,TX,78621,-97.37163033,30.34768255,2,,Open Lab Workshops
,Russell Springs Community Center,Senior Center,9/6/2024,132 Brian Walters Drive,Russell Springs,KY,42642,-85.07242784,37.02450545,19,,Cybersecurity
,Russell Springs Community Center,Senior Center,9/6/2024,132 Brian Walters Drive,Russell Springs,KY,42642,-85.07242784,37.02450545,19,,Mobile Device Basics (iOS)
,Bastrop County Cares - Cedar Creek,Non-Profit,9/9/2024,8201 Wolf Ln ,Del Valle,TX,78617,-97.56959982,30.13749652,9,,Computer Basics Windows 10
,Bastrop County Cares - Cedar Creek,Non-Profit,9/9/2024,8201 Wolf Ln ,Del Valle,TX,78617,-97.56959982,30.13749652,9,,Cybersecurity
,Bastrop County Cares - Cedar Creek,Non-Profit,9/9/2024,8201 Wolf Ln,Del Valle,TX,78617,-97.56959982,30.13749652,3,,Mobile Device Basics (iOS)
,Bastrop County Cares - Cedar Creek,Non-Profit,9/9/2024,8201 Wolf Ln,Del Valle,TX,78617,-97.56959982,30.13749652,4,,Mobile Device Basics (Android)
,Fountain Run Senior Center,Senior Center,9/9/2024,202 Main Street #196,Fountain Run,KY,42133,-85.9676582,36.72018461,13,,Internet Basics
,Fountain Run Senior Center,Senior Center,9/9/2024,202 Main Street #196,Fountain Run,KY,42133,-85.9676582,36.72018461,13,,Cybersecurity
,International Center of KY,Non-Profit,9/9/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,12,,Computer Basics Windows 10
,Monroe County Senior Center,Senior Center,9/9/2024,800 Cap Harlin Road,Tompkinsville,KY,42167,-85.6967017,36.706917,9,,Cybersecurity
,Monroe County Senior Center,Senior Center,9/9/2024,800 Cap Harlin Road,Tompkinsville,KY,42167,-85.6967017,36.706917,9,,Mobile Device Basics (iOS)
,Bastrop County Cares - Cedar Creek,Non-Profit,9/10/2024,8201 Wolf Ln ,Del Valle,TX,78617,-97.56959982,30.13749652,9,,Internet Basics
,Bastrop County Cares - Cedar Creek,Non-Profit,9/10/2024,8201 Wolf Ln ,Del Valle,TX,78617,-97.56959982,30.13749652,9,,Email Basics
,Bastrop County Cares - Cedar Creek,Non-Profit,9/10/2024,8201 Wolf Ln ,Del Valle,TX,78617,-97.56959982,30.13749652,9,,Video Conferencing
,Bastrop County Cares - Cedar Creek,Non-Profit,9/10/2024,8201 Wolf Ln ,Del Valle,TX,78617,-97.56959982,30.13749652,2,,Open Lab Workshops
,Leslie County Senior Center,Senior Center,9/10/2024,178 Wendover Road,Hyden,KY,41749,-83.38072133,37.14448254,11,,Internet Basics
,Leslie County Senior Center,Senior Center,9/10/2024,178 Wendover Road,Hyden,KY,41749,-83.38072133,37.14448254,11,,Cybersecurity
,Bastrop County Cares - Bastrop,Non-Profit,9/11/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,16,,Cybersecurity
,Bastrop County Cares - Bastrop,Non-Profit,9/11/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,8,,Mobile Device Basics (iOS)
,Bastrop County Cares - Bastrop,Non-Profit,9/11/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,8,,Mobile Device Basics (Android)
,Bastrop County Cares - Bastrop,Non-Profit,9/11/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,16,,Computer Basics Windows 10
,Bastrop County Cares - Bastrop,Non-Profit,9/11/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,1,,Open Lab Workshops
,McCreary County Senior Center,Senior Center,9/11/2024,401 US Hwy 27,Whitley City,KY,42653,-84.46900634,36.72859785,22,,Cybersecurity
,McCreary County Senior Center,Senior Center,9/11/2024,401 US Hwy 27,Whitley City,KY,42653,-84.46900634,36.72859785,22,,Mobile Device Basics (iOS)
,Bastrop County Cares - Bastrop,Non-Profit,9/12/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,16,,Mobile Device Basics (iOS)
,Bastrop County Cares - Bastrop,Non-Profit,9/12/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,16,,Video Conferencing
,Bastrop County Cares - Bastrop,Non-Profit,9/12/2024,1201 Main St,Bastrop,TX,78602,-97.32002748,30.11291327,16,,Cybersecurity
,Estill County Senior Citizen Center,Senior Center,9/12/2024,100 Golden Ct,Irvine,KY,40336,-84.00870594,37.69933184,11,,Internet Basics
,Estill County Senior Citizen Center,Senior Center,9/12/2024,100 Golden Ct,Irvine,KY,40336,-84.00870594,37.69933184,11,,Cybersecurity
,International Center of KY,Non-Profit,9/16/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,4,,Computer Basics Windows 10
,International Center of KY,Non-Profit,9/16/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,16,,Internet Basics
,Elliot County Senior Center,Senior Center,9/18/2024,101 KY-7,Sandy Hook,KY,41171,-83.13116886,38.08336692,6,,Internet Basics
,Elliot County Senior Center,Senior Center,9/18/2024,101 KY-7,Sandy Hook,KY,41171,-83.13116886,38.08336692,6,,Cybersecurity
,Oak Park Library ,Public Library,9/18/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,4,,Mobile Device Basics (iOS)
,Oak Park Library ,Public Library,9/18/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,3,,Mobile Device Basics (Android)
,Oak Park Library ,Public Library,9/18/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,2,,Open Lab Workshops
,Oak Park Library ,Public Library,9/18/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,7,,Video Conferencing
,Oak Park Library ,Public Library,9/18/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,1,,Open Lab Workshops
,Corbin Public Library,Public Library,9/19/2024,215 Roy Kidd Ave,Corbin,KY,40701,-84.09480324,36.94977785,4,,Computer Basics Windows 10
,Corbin Public Library,Public Library,9/19/2024,215 Roy Kidd Ave,Corbin,KY,40701,-84.09480324,36.94977785,3,,Cybersecurity
,Corbin Public Library,Public Library,9/19/2024,215 Roy Kidd Ave,Corbin,KY,40701,-84.09480324,36.94977785,1,,Open Lab Workshops
,Oak Park Library ,Public Library,9/19/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,5,,Cybersecurity
,Oak Park Library ,Public Library,9/19/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,3,,Open Lab Workshops
,Oak Park Library ,Public Library,9/19/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,5,,Email Basics
,Oak Park Library ,Public Library,9/19/2024,834 Lake St.,Oak Park,IL,60302,-87.79651261,41.88871908,1,,Open Lab Workshops
,Corbin Public Library,Public Library,9/20/2024,215 Roy Kidd Ave,Corbin,KY,40701,-84.09480324,36.94977785,6,,Internet Basics
,Corbin Public Library,Public Library,9/20/2024,215 Roy Kidd Ave,Corbin,KY,40701,-84.09480324,36.94977785,5,,Video Conferencing
,Corbin Public Library,Public Library,9/20/2024,215 Roy Kidd Ave,Corbin,KY,40701,-84.09480324,36.94977785,1,,Open Lab Workshops
,International Center of KY,Non-Profit,9/23/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,9,,Computer Basics Windows 10
,Capital City Activity Center,Senior Center,9/30/2024,202 Medical Heights Dr,Frankfort,KY,40601,-84.90289532,38.15920978,39,,Internet Basics
,Capital City Activity Center,Senior Center,9/30/2024,202 Medical Heights Dr,Frankfort,KY,40601,-84.90289532,38.15920978,39,,Cybersecurity
,Cornerstone Community Action Agency,Non-Profit,9/30/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,6,,Computer Basics Windows 10
,Cornerstone Community Action Agency,Non-Profit,9/30/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,2,,Open Lab Workshops
,Cornerstone Community Action Agency,Non-Profit,9/30/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,6,,Internet Basics
,Cornerstone Community Action Agency,Non-Profit,10/1/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,6,,Cybersecurity
,Cornerstone Community Action Agency,Non-Profit,10/1/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,2,,Open Lab Workshops
,Cornerstone Community Action Agency,Non-Profit,10/1/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,6,,Email Basics
,International Center of KY,Non-Profit,10/1/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,12,,Email Basics
,Cornerstone Community Action Agency,Non-Profit,10/2/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,3,,Mobile Device Basics (iOS)
,Cornerstone Community Action Agency,Non-Profit,10/2/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,5,,Mobile Device Basics (Android)
,Cornerstone Community Action Agency,Non-Profit,10/2/2024,1500 Dublin St #119,Brownwood,TX,76801,-98.99221524,31.73167696,7,,Video Conferencing
,Karnes Community Center,Community Center,10/3/2024,8042 Oak Ridge HWY,Knoxville,TN,37931,-84.13378982,35.97828434,5,,Internet Basics
,Karnes Community Center,Community Center,10/3/2024,8042 Oak Ridge HWY,Knoxville,TN,37931,-84.13378982,35.97828434,5,,Cybersecurity
,South Knoxville Senior Center,Senior Center,10/3/2024,6729 Martel Lane.,Knoxville,TN,37920,-83.93620582,35.88957128,3,,Internet Basics
,South Knoxville Senior Center,Senior Center,10/3/2024,6729 Martel Lane.,Knoxville,TN,37920,-83.93620582,35.88957128,3,,Cybersecurity
,Hall Senior Center,Senior Center,10/4/2024,4405 Crippen Road,Knoxville,TN,37918,-83.91837156,36.07580854,1,,Internet Basics
,Hall Senior Center,Senior Center,10/4/2024,4405 Crippen Road,Knoxville,TN,37918,-83.91837156,36.07580854,1,,Cybersecurity
,South Knoxville Community Center,Community Center,10/4/2024,6729 Martel Lane.,Knoxville,TN,37920,-83.93620582,35.88957128,1,,Computer Basics Windows 10
,South Knoxville Community Center,Community Center,10/4/2024,6729 Martel Lane.,Knoxville,TN,37920,-83.93620582,35.88957128,1,,Internet Basics
,Catoosa Public Library,Public Library,10/7/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,4,,Computer Basics Windows 10
,Catoosa Public Library,Public Library,10/7/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,4,,Internet Basics
,Catoosa Public Library,Public Library,10/7/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,4,,Email Basics
,Catoosa Public Library,Public Library,10/7/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,4,,Cybersecurity
,Catoosa Public Library,Public Library,10/7/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,2,,Open Lab Workshops
,International Center of KY,Non-Profit,10/7/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,11,,Video Conferencing
,Catoosa Public Library,Public Library,10/8/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,3,,Mobile Device Basics (Android)
,Catoosa Public Library,Public Library,10/8/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,3,,Video Conferencing
,Catoosa Public Library,Public Library,10/8/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,2,,Cybersecurity
,Catoosa Public Library,Public Library,10/8/2024,105 E. Oak,Catoosa,OK,74015,-95.74620957,36.1851578,2,,Open Lab Workshops
,Martin Area Senior Center,Senior Center,10/8/2024,11414 Main Street,Martin,KY,41649,-82.75222487,37.57394081,7,,Internet Basics
,Martin Area Senior Center,Senior Center,10/8/2024,11414 Main Street,Martin,KY,41649,-82.75222487,37.57394081,7,,Cybersecurity
,Prestonburg Senior Citizen Center,Senior Center,10/9/2024,76 Patsy Evans Drive,Prestonburg,KY,41653,-82.73088671,37.66986179,13,,Internet Basics
,Prestonburg Senior Citizen Center,Senior Center,10/9/2024,76 Patsy Evans Drive,Prestonburg,KY,41653,-82.73088671,37.66986179,13,,Cybersecurity
,The Walker Sober Living House,Rehabilitation Center,10/10/2024,625 Tec Dr.,Prestonburg,KY,40391,-84.163697,37.9877975,24,,Internet Basics
,The Walker Sober Living House,Rehabilitation Center,10/10/2024,625 Tec Dr.,Prestonburg,KY,40391,-84.163697,37.9877975,24,,Cybersecurity
,Edgewater Recovery Center - Female,Rehabilitation Center,10/11/2024,445 Clinic Drive,Morehead,KY,40351,-83.45039674,38.18198073,7,,Internet Basics
,Edgewater Recovery Center - Female,Rehabilitation Center,10/11/2024,445 Clinic Drive,Morehead,KY,40351,-83.45039674,38.18198073,7,,Cybersecurity
,Edgewater Recovery Center - Male,Rehabilitation Center,10/11/2024,445 Clinic Drive,Morehead,KY,40351,-83.45039674,38.18198073,24,,Internet Basics
,Edgewater Recovery Center - Male,Rehabilitation Center,10/11/2024,445 Clinic Drive,Morehead,KY,40351,-83.45039674,38.18198073,24,,Cybersecurity
,Carroll County Senior Citizen Center,Community Center,10/15/2024,110 6th Street,Carrollton,KY,41008,-85.17827286,38.68211925,14,,Internet Basics
,Carroll County Senior Citizen Center,Community Center,10/15/2024,110 6th Street,Carrollton,KY,41008,-85.17827286,38.68211925,14,,Cybersecurity
,International Center of KY,Non-Profit,10/15/2024,806 Kenton St.,Bowling Green,KY,42101,-86.4336398,36.98589027,12,,Mobile Device Basics (Android)
,Clay County Senior Center,Senior Center,10/16/2024,144 Old Timer's Road,Manchester,KY,40962,-83.75842104,37.13466377,5,,Internet Basics
,Clay County Senior Center,Senior Center,10/16/2024,144 Old Timer's Road,Manchester,KY,40962,-83.75842104,37.13466377,5,,Cybersecurity
,McKee Manor,Senior Center,10/16/2024,106 McKee Manor Dr,McKee,KY,40447,-83.9837535,37.4309353,11,,Internet Basics
,McKee Manor,Senior Center,10/16/2024,106 McKee Manor Dr,McKee,KY,40447,-83.9837535,37.4309353,11,,Cybersecurity
,McKee Senior Center,Senior Center,10/17/2024,110 McCammon Ridge Road,McKee,KY,40447,-83.98792234,37.42944296,8,,Email Basics
,McKee Senior Center,Senior Center,10/17/2024,110 McCammon Ridge Road,McKee,KY,40447,-83.98792234,37.42944296,8,,Mobile Device Basics (iOS)
,Lawton Public Library,Public Library,10/18/2024,110 SW 4th St.,Lawton,OK,73501,-98.39360058,34.60669091,1,,Mobile Device Basics (iOS)
,Lawton Public Library,Public Library,10/18/2024,110 SW 4th St.,Lawton,OK,73501,-98.39360058,34.60669091,1,,Mobile Device Basics (Android)
,The Generation Center,Non-Profit,10/18/2024,32 Meadow Street,Winchester,KY,40391,-84.18730358,38.0016158,5,,Computer Basics Windows 10
,The Generation Center,Non-Profit,10/18/2024,32 Meadow Street,Winchester,KY,40391,-84.18730358,38.0016158,5,,Internet Basics
,Adelante Hispanic Achievers,Non-Profit,10/19/2024,4801 Southside Drive,Louisville,KY,40214,-85.76470844,38.17873869,14,,Internet Basics
,Adelante Hispanic Achievers,Non-Profit,10/19/2024,4801 Southside Drive ,Louisville,KY,40214,-85.76470844,38.17873869,14,,Email Basics
,Adelante Hispanic Achievers,Non-Profit,10/19/2024,4801 Southside Drive,Louisville,KY,40214,-85.76470844,38.17873869,14,,Cybersecurity
,Adelante Hispanic Achievers,Non-Profit,10/19/2024,4801 Southside Drive,Louisville,KY,40214,-85.76470844,38.17873869,9,,Mobile Device Basics (iOS)
,Adelante Hispanic Achievers,Non-Profit,10/20/2024,4801 Southside Drive ,Louisville,KY,40214,-85.76470844,38.17873869,5,,Mobile Device Basics (Android)
,McDowell Senior Center,Senior Center,10/22/2024,8954 KY Route 122,McDowell,KY,41651,-82.75422227,37.47040136,13,,Internet Basics
,McDowell Senior Center,Senior Center,10/22/2024,8954 KY Route 122,McDowell,KY,41651,-82.75422227,37.47040136,13,,Cybersecurity
,Wheelwright Senior Center,Senior Center,10/22/2024,22 Shop Fork Street,Wheelwright,KY,41669,-82.71958556,37.33241684,10,,Internet Basics
,Wheelwright Senior Center,Senior Center,10/22/2024,22 Shop Fork Street,Wheelwright,KY,41669,-82.71958556,37.33241684,10,,Cybersecurity
